"","Gender","SchoolYear","Age","Race","UrbanRural","School","Goals","Grades","Sports","Looks","Money"
"380","boy",5,10,"White","Urban","Portage","Grades",1,2,4,3
"381","boy",5,11,"White","Urban","Portage","Grades",1,3,2,4
"382","boy",5,10,"Other","Urban","Portage","Grades",2,1,3,4
"383","boy",5,11,"White","Urban","Portage","Popular",3,2,1,4
"384","boy",5,10,"White","Urban","Portage","Grades",2,4,1,3
"385","boy",5,10,"White","Urban","Portage","Grades",3,1,4,2
"386","boy",5,11,"White","Urban","Portage","Grades",1,2,3,4
"387","girl",5,10,"White","Urban","Portage","Grades",1,3,2,4
"388","girl",5,10,"White","Urban","Portage","Popular",3,2,1,4
"389","girl",5,10,"White","Urban","Portage","Grades",1,2,3,4
"390","girl",5,10,"White","Urban","Portage","Popular",2,4,1,3
"391","girl",5,10,"White","Urban","Portage","Popular",3,1,2,4
"392","girl",5,10,"White","Urban","Portage","Grades",1,2,3,4
"393","girl",5,11,"White","Urban","Portage","Popular",3,1,2,4
"394","girl",5,10,"White","Urban","Portage","Popular",2,3,1,4
"395","girl",5,10,"White","Urban","Portage","Grades",3,1,2,4
"396","girl",5,10,"White","Urban","Portage","Grades",1,3,2,4
"397","girl",5,10,"White","Urban","Portage","Grades",2,1,3,4
"398","boy",5,10,"White","Urban","Portage","Sports",3,1,4,2
"399","boy",5,11,"White","Urban","Portage","Sports",3,1,2,4
"400","boy",5,10,"White","Urban","Portage","Grades",3,2,1,4
"401","boy",5,10,"White","Urban","Portage","Sports",3,1,2,4
"402","boy",5,11,"White","Urban","Portage","Grades",4,1,3,2
"403","boy",5,10,"White","Urban","Portage","Popular",4,3,1,2
"404","girl",5,10,"Other","Urban","Portage","Grades",2,1,3,4
"405","girl",5,11,"White","Urban","Portage","Popular",2,4,1,3
"406","girl",5,10,"White","Urban","Portage","Popular",3,2,1,4
"407","girl",5,11,"White","Urban","Portage","Sports",3,2,1,4
"408","girl",5,11,"White","Urban","Portage","Popular",2,4,1,3
"409","girl",5,11,"Other","Urban","Portage","Grades",2,4,1,3
"410","girl",5,10,"White","Urban","Portage","Popular",3,2,1,4
"411","girl",5,10,"Other","Urban","Portage","Sports",3,2,1,4
"412","girl",5,11,"White","Urban","Portage","Popular",4,3,1,2
"413","girl",5,10,"White","Urban","Portage","Popular",3,2,1,4
"414","boy",4,9,"White","Urban","Portage","Sports",3,2,4,1
"415","boy",4,9,"White","Urban","Portage","Sports",3,2,4,1
"416","boy",4,9,"White","Urban","Portage","Grades",4,3,2,1
"417","boy",4,9,"White","Urban","Portage","Grades",1,4,3,2
"418","girl",4,9,"White","Urban","Portage","Sports",2,4,1,3
"419","girl",4,9,"White","Urban","Portage","Grades",2,4,1,3
"420","girl",4,9,"White","Urban","Portage","Sports",1,3,4,2
"421","girl",4,9,"White","Urban","Portage","Popular",4,3,1,2
"422","girl",4,9,"White","Urban","Portage","Grades",3,2,1,4
"423","boy",4,9,"White","Urban","Portage","Grades",2,1,4,3
"424","boy",4,9,"White","Urban","Portage","Grades",1,2,3,4
"425","boy",4,9,"White","Urban","Portage","Popular",3,1,2,4
"426","girl",4,9,"White","Urban","Portage","Grades",4,3,2,1
"427","girl",4,9,"White","Urban","Portage","Popular",4,2,3,1
"428","girl",4,9,"White","Urban","Portage","Grades",3,2,1,4
"429","girl",4,9,"White","Urban","Portage","Popular",3,2,1,4
"430","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,2,1,4
"431","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,3,2,1
"432","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,1,2,4
"433","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,2,1,3
"434","girl",6,11,"Other","Urban","Westdale_Middle","Grades",4,2,1,3
"435","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,2,1,3
"436","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,1,2,3
"437","girl",6,11,"White","Urban","Westdale_Middle","Grades",3,2,1,4
"438","girl",6,11,"White","Urban","Westdale_Middle","Grades",2,3,1,4
"439","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,3,1,2
"440","girl",6,11,"White","Urban","Westdale_Middle","Grades",3,2,1,4
"441","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,2,1,4
"442","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,2,1,3
"443","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,1,2,4
"444","girl",6,12,"Other","Urban","Westdale_Middle","Popular",2,4,3,1
"445","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,3,1,2
"446","girl",6,11,"White","Urban","Westdale_Middle","Grades",2,3,1,4
"447","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,2,1,4
"448","girl",6,11,"Other","Urban","Westdale_Middle","Popular",2,3,4,1
"449","girl",6,12,"White","Urban","Westdale_Middle","Grades",2,1,3,4
"450","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,2,1,3
"451","girl",5,11,"White","Urban","Westdale_Middle","Grades",3,2,1,4
"452","girl",6,11,"White","Urban","Westdale_Middle","Grades",2,3,1,4
"453","girl",6,11,"Other","Urban","Westdale_Middle","Sports",4,1,2,3
"454","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,3,1,2
"455","girl",6,11,"White","Urban","Westdale_Middle","Grades",3,4,1,2
"456","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,2,1,3
"457","girl",6,11,"White","Urban","Westdale_Middle","Popular",3,4,1,2
"458","girl",6,11,"White","Urban","Westdale_Middle","Grades",3,4,1,2
"459","girl",6,11,"White","Urban","Westdale_Middle","Grades",3,2,1,4
"460","girl",6,11,"Other","Urban","Westdale_Middle","Grades",3,2,1,4
"461","girl",6,11,"White","Urban","Westdale_Middle","Popular",4,3,1,2
"462","girl",6,11,"White","Urban","Westdale_Middle","Sports",3,2,1,4
"463","girl",6,11,"White","Urban","Westdale_Middle","Grades",4,2,1,3
"464","boy",6,12,"White","Urban","Westdale_Middle","Grades",3,1,2,4
"465","boy",6,11,"Other","Urban","Westdale_Middle","Sports",3,2,1,4
"466","boy",6,11,"White","Urban","Westdale_Middle","Grades",3,1,2,4
"467","boy",6,11,"White","Urban","Westdale_Middle","Grades",1,2,3,4
"468","boy",6,12,"White","Urban","Westdale_Middle","Grades",3,1,2,4
"469","boy",6,11,"White","Urban","Westdale_Middle","Grades",2,1,3,4
"470","boy",6,11,"White","Urban","Westdale_Middle","Popular",3,1,2,4
"471","boy",6,12,"White","Urban","Westdale_Middle","Grades",3,1,2,4
"472","boy",6,11,"White","Urban","Westdale_Middle","Grades",4,2,1,3
"473","boy",6,11,"White","Urban","Westdale_Middle","Grades",3,2,1,4
"474","boy",6,11,"White","Urban","Westdale_Middle","Grades",4,1,2,3
"475","boy",6,11,"White","Urban","Westdale_Middle","Sports",4,1,2,3
"476","boy",6,11,"White","Urban","Westdale_Middle","Grades",4,2,1,3
"477","boy",6,11,"White","Urban","Westdale_Middle","Popular",4,1,3,2
"478","boy",6,11,"White","Urban","Westdale_Middle","Popular",4,1,2,3
