ahe,bachelor,female,age
14.10,0.00,1.00,29.00
17.79,0.00,1.00,34.00
10.58,0.00,0.00,33.00
23.08,0.00,0.00,33.00
9.83,0.00,0.00,26.00
12.41,0.00,0.00,32.00
20.19,1.00,1.00,31.00
11.06,0.00,1.00,29.00
12.02,1.00,0.00,25.00
12.22,0.00,0.00,27.00
13.94,0.00,0.00,27.00
27.88,1.00,1.00,33.00
8.97,0.00,1.00,31.00
18.46,0.00,0.00,28.00
12.96,1.00,1.00,31.00
38.46,0.00,0.00,28.00
33.65,1.00,1.00,29.00
5.77,0.00,1.00,29.00
8.65,0.00,0.00,25.00
21.63,0.00,1.00,30.00
12.36,1.00,0.00,31.00
7.69,1.00,0.00,32.00
8.17,0.00,1.00,28.00
12.50,0.00,0.00,28.00
15.87,1.00,0.00,30.00
9.13,0.00,0.00,28.00
9.62,0.00,1.00,25.00
44.87,1.00,0.00,34.00
14.42,1.00,0.00,25.00
28.85,1.00,1.00,33.00
19.23,1.00,0.00,29.00
24.04,0.00,0.00,30.00
9.62,0.00,0.00,26.00
11.50,1.00,0.00,28.00
21.15,1.00,0.00,32.00
25.87,1.00,0.00,34.00
12.98,0.00,0.00,28.00
19.23,1.00,0.00,27.00
6.25,0.00,1.00,31.00
14.42,1.00,0.00,26.00
9.38,1.00,1.00,25.00
22.12,1.00,1.00,31.00
16.83,0.00,0.00,26.00
6.38,0.00,0.00,33.00
8.00,0.00,0.00,33.00
6.92,0.00,1.00,26.00
12.50,0.00,0.00,31.00
20.19,1.00,1.00,29.00
43.27,1.00,0.00,29.00
10.36,0.00,0.00,26.00
12.02,0.00,1.00,26.00
16.35,0.00,0.00,25.00
16.94,1.00,1.00,30.00
13.85,1.00,1.00,31.00
33.65,1.00,0.00,31.00
16.03,1.00,1.00,27.00
9.62,0.00,0.00,30.00
10.89,0.00,1.00,33.00
14.42,1.00,1.00,29.00
12.50,0.00,0.00,29.00
30.09,1.00,1.00,25.00
57.69,1.00,0.00,28.00
23.50,1.00,0.00,33.00
15.38,0.00,0.00,28.00
24.52,1.00,0.00,26.00
9.62,0.00,0.00,31.00
9.23,1.00,1.00,29.00
18.27,0.00,0.00,34.00
27.69,1.00,0.00,25.00
30.77,1.00,0.00,28.00
13.19,0.00,1.00,33.00
22.60,1.00,0.00,28.00
7.21,1.00,0.00,26.00
19.23,1.00,1.00,31.00
12.13,1.00,1.00,25.00
17.09,0.00,0.00,29.00
14.66,0.00,0.00,27.00
13.46,0.00,0.00,32.00
6.15,1.00,1.00,32.00
14.42,0.00,0.00,34.00
27.40,1.00,1.00,27.00
16.83,0.00,0.00,33.00
36.92,1.00,0.00,30.00
12.02,0.00,0.00,29.00
8.89,0.00,1.00,33.00
13.46,1.00,1.00,28.00
36.06,1.00,0.00,33.00
14.86,1.00,1.00,30.00
19.23,1.00,0.00,33.00
16.83,0.00,1.00,26.00
7.69,0.00,0.00,29.00
23.08,1.00,0.00,31.00
21.63,0.00,1.00,33.00
18.36,1.00,0.00,34.00
12.60,0.00,0.00,27.00
6.25,0.00,0.00,25.00
15.38,0.00,0.00,29.00
17.09,1.00,1.00,33.00
17.31,1.00,0.00,34.00
6.41,1.00,0.00,32.00
15.30,0.00,0.00,32.00
22.88,1.00,1.00,31.00
15.00,1.00,1.00,32.00
18.00,0.00,0.00,29.00
38.46,0.00,0.00,31.00
16.10,0.00,1.00,33.00
21.37,0.00,0.00,27.00
14.96,0.00,0.00,30.00
6.25,0.00,1.00,28.00
13.74,0.00,0.00,25.00
28.85,0.00,0.00,33.00
8.17,0.00,1.00,25.00
26.92,1.00,0.00,32.00
17.45,1.00,1.00,31.00
14.90,0.00,0.00,34.00
15.38,1.00,0.00,26.00
19.71,0.00,0.00,27.00
29.81,1.00,1.00,33.00
21.63,1.00,1.00,25.00
9.00,0.00,0.00,29.00
10.26,0.00,0.00,27.00
15.63,0.00,0.00,27.00
20.67,1.00,1.00,27.00
11.54,0.00,0.00,34.00
42.49,1.00,1.00,34.00
10.49,0.00,0.00,34.00
14.18,0.00,0.00,29.00
26.92,0.00,0.00,33.00
42.11,1.00,1.00,26.00
12.39,0.00,0.00,29.00
9.89,0.00,1.00,30.00
16.62,1.00,0.00,34.00
13.46,0.00,0.00,28.00
11.54,1.00,0.00,25.00
12.65,0.00,1.00,32.00
26.35,1.00,1.00,30.00
21.63,0.00,0.00,34.00
3.81,0.00,0.00,25.00
22.62,1.00,0.00,33.00
6.73,0.00,1.00,31.00
12.82,0.00,0.00,26.00
12.98,0.00,0.00,26.00
21.28,1.00,0.00,33.00
27.36,1.00,1.00,33.00
3.45,0.00,1.00,34.00
11.42,1.00,0.00,31.00
17.55,1.00,0.00,33.00
14.86,0.00,0.00,33.00
8.65,0.00,1.00,27.00
8.99,0.00,0.00,27.00
8.75,0.00,0.00,28.00
12.50,1.00,1.00,33.00
5.77,1.00,1.00,27.00
12.98,0.00,1.00,28.00
13.46,1.00,1.00,32.00
19.23,0.00,0.00,31.00
33.91,1.00,0.00,26.00
7.65,0.00,1.00,32.00
9.62,0.00,1.00,32.00
16.67,1.00,1.00,29.00
17.52,1.00,0.00,33.00
9.62,0.00,0.00,28.00
7.21,0.00,0.00,28.00
6.75,0.00,0.00,27.00
10.77,0.00,0.00,29.00
10.34,0.00,1.00,34.00
7.69,0.00,0.00,25.00
21.92,0.00,1.00,34.00
13.46,0.00,0.00,26.00
21.37,0.00,0.00,29.00
11.06,1.00,0.00,32.00
5.29,0.00,0.00,30.00
5.08,1.00,0.00,28.00
22.46,1.00,1.00,29.00
15.03,0.00,0.00,28.00
24.04,0.00,0.00,26.00
14.42,0.00,0.00,31.00
15.38,0.00,1.00,30.00
13.46,0.00,0.00,33.00
25.96,1.00,0.00,28.00
12.02,0.00,0.00,30.00
21.25,1.00,1.00,33.00
16.36,0.00,0.00,27.00
13.94,0.00,0.00,30.00
26.92,1.00,0.00,34.00
14.90,1.00,1.00,34.00
8.12,0.00,1.00,25.00
3.37,0.00,1.00,26.00
14.60,0.00,0.00,30.00
8.85,1.00,1.00,27.00
19.71,0.00,0.00,27.00
17.95,1.00,1.00,26.00
11.54,0.00,1.00,27.00
6.73,0.00,0.00,32.00
24.04,1.00,1.00,32.00
5.77,0.00,0.00,34.00
12.31,0.00,0.00,30.00
13.46,0.00,0.00,31.00
12.82,0.00,0.00,31.00
9.00,0.00,0.00,33.00
20.19,0.00,0.00,31.00
13.46,0.00,0.00,26.00
40.38,1.00,0.00,26.00
6.73,0.00,0.00,33.00
22.25,0.00,0.00,32.00
14.42,1.00,0.00,25.00
30.29,1.00,1.00,27.00
25.96,1.00,0.00,29.00
18.27,0.00,0.00,28.00
10.58,0.00,0.00,31.00
19.66,1.00,1.00,30.00
8.90,0.00,1.00,33.00
26.92,1.00,0.00,28.00
60.10,1.00,0.00,31.00
15.38,1.00,1.00,25.00
18.49,1.00,1.00,30.00
13.08,0.00,1.00,31.00
21.63,0.00,0.00,27.00
21.63,1.00,0.00,28.00
17.31,0.00,0.00,25.00
25.96,0.00,0.00,26.00
9.62,1.00,0.00,25.00
3.33,0.00,0.00,29.00
3.33,0.00,0.00,30.00
36.54,1.00,0.00,32.00
32.69,1.00,0.00,31.00
34.19,1.00,1.00,34.00
17.31,0.00,0.00,25.00
19.76,0.00,0.00,26.00
21.37,0.00,1.00,27.00
10.10,0.00,1.00,33.00
19.81,0.00,0.00,34.00
11.54,0.00,0.00,29.00
12.24,0.00,0.00,29.00
28.22,0.00,0.00,33.00
27.40,1.00,1.00,28.00
13.69,0.00,0.00,30.00
14.42,0.00,0.00,31.00
12.82,0.00,0.00,30.00
11.11,0.00,0.00,28.00
28.85,1.00,0.00,30.00
11.19,0.00,0.00,33.00
28.85,1.00,1.00,32.00
8.00,0.00,0.00,27.00
12.02,1.00,0.00,30.00
14.90,1.00,0.00,27.00
12.93,1.00,1.00,25.00
11.67,1.00,1.00,29.00
5.98,1.00,1.00,25.00
8.88,0.00,0.00,32.00
16.35,0.00,0.00,29.00
24.73,1.00,0.00,29.00
13.25,0.00,0.00,28.00
17.31,1.00,0.00,31.00
16.83,1.00,1.00,30.00
16.95,0.00,1.00,26.00
15.63,0.00,0.00,33.00
12.98,0.00,0.00,32.00
13.14,0.00,0.00,31.00
9.62,0.00,1.00,32.00
5.95,0.00,1.00,28.00
9.62,0.00,0.00,33.00
27.88,0.00,0.00,30.00
12.74,0.00,1.00,29.00
5.18,0.00,0.00,25.00
7.69,0.00,0.00,29.00
11.63,0.00,1.00,26.00
15.38,0.00,0.00,28.00
6.73,0.00,1.00,30.00
15.38,0.00,0.00,34.00
5.29,1.00,1.00,29.00
13.94,0.00,1.00,32.00
15.38,0.00,1.00,27.00
13.85,1.00,0.00,28.00
9.62,1.00,1.00,31.00
30.00,1.00,0.00,34.00
16.35,1.00,0.00,30.00
8.17,0.00,1.00,28.00
12.02,0.00,0.00,34.00
10.00,1.00,0.00,27.00
9.23,0.00,1.00,29.00
9.77,0.00,1.00,25.00
9.38,0.00,0.00,28.00
28.85,1.00,0.00,26.00
24.04,1.00,1.00,27.00
12.02,0.00,0.00,31.00
15.81,0.00,0.00,32.00
13.46,1.00,0.00,27.00
9.62,1.00,0.00,25.00
10.00,0.00,1.00,33.00
21.89,1.00,0.00,28.00
20.19,1.00,1.00,26.00
15.38,1.00,1.00,29.00
17.03,1.00,1.00,30.00
16.35,0.00,0.00,30.00
16.24,0.00,1.00,30.00
9.13,0.00,0.00,28.00
16.99,0.00,0.00,32.00
12.02,0.00,1.00,33.00
12.50,0.00,1.00,33.00
7.14,0.00,1.00,32.00
5.56,0.00,0.00,31.00
20.51,1.00,1.00,33.00
9.62,0.00,0.00,29.00
11.63,1.00,0.00,28.00
9.62,1.00,0.00,28.00
16.35,0.00,0.00,34.00
16.24,1.00,1.00,27.00
12.02,1.00,0.00,26.00
14.90,0.00,0.00,26.00
14.42,0.00,1.00,30.00
25.96,0.00,0.00,31.00
16.83,1.00,0.00,34.00
20.19,1.00,0.00,28.00
11.54,0.00,1.00,30.00
27.88,1.00,1.00,26.00
17.56,1.00,0.00,31.00
11.54,0.00,0.00,29.00
11.06,0.00,0.00,30.00
24.04,1.00,1.00,34.00
22.12,0.00,0.00,31.00
8.00,0.00,1.00,34.00
18.27,1.00,1.00,28.00
28.85,1.00,1.00,28.00
13.55,1.00,1.00,33.00
8.08,1.00,0.00,29.00
19.13,0.00,0.00,32.00
14.42,0.00,0.00,34.00
10.58,0.00,1.00,25.00
9.62,0.00,0.00,26.00
9.00,0.00,0.00,33.00
21.63,1.00,0.00,33.00
20.00,1.00,0.00,33.00
15.38,0.00,0.00,32.00
9.62,0.00,1.00,31.00
8.65,0.00,1.00,25.00
24.04,0.00,0.00,28.00
16.48,1.00,1.00,32.00
21.98,1.00,1.00,29.00
10.58,0.00,0.00,31.00
8.01,1.00,0.00,31.00
13.46,1.00,1.00,26.00
7.69,1.00,1.00,31.00
21.83,1.00,1.00,28.00
19.23,0.00,0.00,30.00
11.54,1.00,0.00,28.00
11.54,0.00,0.00,34.00
15.87,1.00,1.00,29.00
12.50,0.00,1.00,32.00
9.38,1.00,1.00,31.00
36.06,1.00,0.00,33.00
10.10,0.00,0.00,30.00
8.46,1.00,1.00,27.00
11.86,0.00,0.00,32.00
32.05,1.00,0.00,25.00
7.50,0.00,0.00,34.00
5.29,0.00,0.00,31.00
8.28,0.00,1.00,26.00
14.42,0.00,1.00,34.00
6.49,0.00,1.00,25.00
15.73,1.00,0.00,28.00
17.31,0.00,1.00,26.00
11.54,0.00,0.00,28.00
9.08,0.00,0.00,33.00
13.94,0.00,1.00,32.00
4.33,0.00,1.00,28.00
12.98,0.00,1.00,32.00
16.83,0.00,0.00,27.00
7.50,0.00,0.00,27.00
17.00,0.00,0.00,25.00
19.79,1.00,0.00,34.00
12.50,0.00,0.00,33.00
16.83,0.00,0.00,25.00
12.82,0.00,0.00,34.00
25.48,1.00,1.00,34.00
40.38,0.00,0.00,32.00
15.38,0.00,1.00,29.00
5.77,0.00,0.00,32.00
21.00,0.00,0.00,31.00
10.19,1.00,1.00,31.00
7.21,0.00,1.00,26.00
13.11,0.00,0.00,25.00
15.87,1.00,0.00,31.00
6.54,0.00,0.00,33.00
6.73,0.00,0.00,33.00
17.79,1.00,1.00,28.00
16.83,1.00,1.00,31.00
38.46,1.00,1.00,33.00
43.96,1.00,0.00,33.00
10.00,0.00,0.00,29.00
12.93,0.00,1.00,30.00
13.46,1.00,1.00,26.00
16.83,0.00,0.00,34.00
26.44,0.00,0.00,30.00
16.83,0.00,0.00,32.00
13.94,1.00,0.00,32.00
10.00,0.00,1.00,28.00
13.46,0.00,0.00,28.00
9.62,0.00,0.00,25.00
14.96,1.00,0.00,28.00
46.15,1.00,1.00,33.00
15.53,1.00,1.00,27.00
11.54,0.00,1.00,33.00
15.38,1.00,1.00,30.00
15.87,1.00,1.00,32.00
20.77,0.00,0.00,31.00
28.85,0.00,0.00,29.00
14.42,0.00,0.00,32.00
16.83,0.00,1.00,27.00
13.94,0.00,1.00,28.00
13.89,0.00,0.00,26.00
15.38,0.00,1.00,34.00
10.89,0.00,1.00,25.00
24.04,1.00,1.00,29.00
12.50,0.00,1.00,33.00
28.85,1.00,0.00,33.00
23.08,0.00,0.00,32.00
14.02,0.00,0.00,27.00
15.87,0.00,0.00,29.00
33.57,1.00,0.00,27.00
24.04,1.00,1.00,28.00
12.02,1.00,0.00,25.00
28.46,1.00,0.00,27.00
22.60,0.00,1.00,34.00
18.88,0.00,1.00,34.00
25.96,1.00,1.00,28.00
11.00,1.00,0.00,25.00
13.74,0.00,1.00,32.00
30.36,1.00,0.00,33.00
4.81,0.00,1.00,31.00
22.44,0.00,0.00,32.00
11.06,1.00,1.00,26.00
26.92,0.00,0.00,33.00
14.47,1.00,1.00,32.00
11.45,0.00,0.00,30.00
10.26,0.00,0.00,34.00
14.96,0.00,0.00,27.00
11.06,0.00,0.00,26.00
19.23,1.00,1.00,25.00
20.83,1.00,1.00,29.00
32.05,1.00,0.00,27.00
31.25,1.00,1.00,28.00
24.00,1.00,1.00,29.00
11.06,1.00,1.00,34.00
15.38,0.00,0.00,28.00
18.27,0.00,1.00,29.00
38.94,1.00,1.00,33.00
12.65,1.00,0.00,34.00
12.02,0.00,0.00,29.00
7.14,0.00,1.00,30.00
11.76,1.00,0.00,25.00
30.06,0.00,0.00,29.00
20.19,0.00,1.00,28.00
21.15,1.00,0.00,32.00
19.28,1.00,1.00,33.00
10.58,0.00,1.00,28.00
9.62,0.00,0.00,29.00
21.63,0.00,0.00,32.00
10.00,0.00,1.00,28.00
9.62,0.00,1.00,32.00
8.15,0.00,0.00,29.00
26.44,1.00,0.00,33.00
13.70,1.00,1.00,32.00
12.50,1.00,0.00,26.00
8.65,0.00,0.00,33.00
10.43,1.00,0.00,26.00
19.23,1.00,0.00,28.00
7.78,0.00,1.00,27.00
13.19,1.00,0.00,34.00
17.54,0.00,0.00,27.00
35.26,1.00,1.00,34.00
20.67,1.00,0.00,33.00
10.38,1.00,1.00,33.00
9.80,1.00,0.00,25.00
14.02,0.00,0.00,33.00
8.65,1.00,1.00,33.00
11.55,1.00,0.00,31.00
35.16,0.00,0.00,29.00
8.65,1.00,1.00,29.00
19.23,0.00,0.00,30.00
10.34,1.00,0.00,27.00
6.73,0.00,0.00,25.00
16.83,0.00,0.00,31.00
9.47,0.00,1.00,25.00
15.81,1.00,1.00,28.00
9.34,0.00,1.00,30.00
12.02,1.00,1.00,25.00
15.87,1.00,0.00,34.00
11.46,0.00,0.00,33.00
16.35,1.00,0.00,30.00
37.36,1.00,0.00,32.00
10.29,1.00,1.00,25.00
12.69,0.00,0.00,34.00
20.67,1.00,1.00,30.00
13.46,1.00,1.00,25.00
21.63,1.00,0.00,32.00
21.63,1.00,1.00,26.00
16.24,0.00,1.00,34.00
11.22,1.00,1.00,30.00
23.08,1.00,1.00,32.00
15.87,1.00,1.00,33.00
17.31,0.00,0.00,29.00
23.08,0.00,1.00,29.00
24.04,1.00,0.00,30.00
16.83,1.00,1.00,28.00
36.06,0.00,0.00,29.00
21.76,1.00,0.00,28.00
19.58,0.00,0.00,28.00
9.62,0.00,1.00,34.00
28.85,1.00,0.00,34.00
16.48,1.00,1.00,28.00
40.87,1.00,1.00,30.00
14.42,1.00,1.00,31.00
17.31,1.00,0.00,28.00
31.32,0.00,1.00,28.00
11.54,1.00,0.00,29.00
14.96,1.00,1.00,25.00
27.78,1.00,0.00,28.00
7.84,0.00,0.00,30.00
8.74,0.00,0.00,30.00
20.50,1.00,1.00,30.00
7.80,1.00,0.00,26.00
13.46,1.00,0.00,28.00
9.20,1.00,1.00,34.00
14.52,0.00,1.00,28.00
8.75,0.00,1.00,34.00
24.04,0.00,0.00,34.00
18.27,1.00,1.00,27.00
11.54,1.00,0.00,34.00
12.02,0.00,0.00,27.00
25.85,0.00,0.00,29.00
12.98,1.00,0.00,26.00
12.02,0.00,0.00,27.00
6.06,1.00,0.00,25.00
15.09,1.00,0.00,28.00
14.44,1.00,1.00,28.00
23.08,1.00,0.00,34.00
22.44,1.00,0.00,34.00
17.31,0.00,0.00,28.00
15.38,0.00,1.00,33.00
7.21,0.00,1.00,28.00
3.22,1.00,0.00,30.00
19.23,0.00,0.00,29.00
8.33,0.00,1.00,27.00
7.50,0.00,0.00,27.00
13.46,1.00,1.00,32.00
16.83,1.00,0.00,25.00
50.96,1.00,0.00,30.00
25.00,1.00,1.00,27.00
17.31,0.00,0.00,32.00
3.85,0.00,0.00,27.00
12.50,0.00,0.00,32.00
7.21,0.00,0.00,32.00
11.06,0.00,1.00,33.00
9.62,1.00,0.00,28.00
16.00,0.00,1.00,29.00
32.69,1.00,1.00,30.00
22.60,0.00,0.00,31.00
15.63,0.00,1.00,32.00
10.10,1.00,1.00,33.00
31.25,1.00,0.00,30.00
19.38,1.00,0.00,33.00
16.83,0.00,0.00,28.00
7.22,0.00,0.00,32.00
7.50,0.00,1.00,32.00
8.25,0.00,0.00,31.00
13.74,0.00,1.00,34.00
14.42,1.00,0.00,32.00
13.10,0.00,0.00,33.00
9.13,0.00,0.00,32.00
17.31,0.00,0.00,32.00
8.89,0.00,0.00,32.00
18.63,1.00,1.00,25.00
23.08,0.00,1.00,32.00
11.54,1.00,1.00,26.00
16.83,1.00,1.00,34.00
7.21,1.00,1.00,27.00
23.13,0.00,0.00,34.00
9.52,0.00,1.00,34.00
16.83,1.00,1.00,28.00
9.23,0.00,1.00,34.00
38.46,1.00,0.00,34.00
12.02,1.00,0.00,34.00
12.74,0.00,0.00,32.00
12.50,1.00,1.00,33.00
15.38,1.00,0.00,27.00
13.46,1.00,1.00,30.00
11.53,1.00,1.00,30.00
10.49,0.00,0.00,28.00
12.31,0.00,0.00,28.00
16.00,0.00,1.00,30.00
15.47,1.00,1.00,25.00
14.53,1.00,0.00,31.00
10.15,1.00,1.00,30.00
24.52,1.00,1.00,25.00
12.02,0.00,0.00,29.00
16.83,0.00,1.00,26.00
26.56,1.00,1.00,25.00
19.23,1.00,0.00,33.00
6.25,0.00,1.00,28.00
9.62,0.00,0.00,30.00
13.14,0.00,0.00,28.00
9.62,0.00,1.00,25.00
6.59,0.00,1.00,31.00
23.56,1.00,1.00,25.00
11.11,0.00,0.00,27.00
12.50,0.00,1.00,31.00
11.00,1.00,1.00,30.00
15.38,0.00,0.00,27.00
18.79,1.00,0.00,28.00
14.42,1.00,1.00,31.00
18.27,0.00,1.00,27.00
12.24,1.00,1.00,27.00
14.90,0.00,0.00,34.00
8.99,0.00,0.00,31.00
11.54,0.00,1.00,32.00
17.83,0.00,0.00,25.00
12.02,0.00,1.00,33.00
8.17,0.00,0.00,28.00
8.65,0.00,0.00,27.00
31.73,0.00,0.00,32.00
14.74,1.00,0.00,29.00
27.69,0.00,0.00,29.00
13.90,0.00,0.00,31.00
8.17,0.00,0.00,33.00
21.15,1.00,1.00,30.00
15.38,1.00,1.00,30.00
23.08,1.00,0.00,28.00
14.90,0.00,0.00,27.00
4.13,0.00,1.00,25.00
7.50,0.00,1.00,32.00
9.03,0.00,0.00,25.00
8.65,1.00,1.00,28.00
24.04,1.00,0.00,31.00
8.17,0.00,0.00,27.00
6.25,0.00,1.00,25.00
37.98,1.00,0.00,34.00
6.38,0.00,1.00,29.00
33.65,1.00,0.00,33.00
32.69,1.00,1.00,28.00
34.19,1.00,0.00,28.00
9.11,0.00,0.00,30.00
19.23,0.00,0.00,33.00
16.03,1.00,0.00,29.00
12.50,0.00,0.00,29.00
24.52,1.00,1.00,30.00
11.54,0.00,0.00,28.00
7.69,0.00,1.00,25.00
14.42,0.00,0.00,26.00
9.23,1.00,1.00,28.00
11.54,0.00,0.00,33.00
11.54,0.00,0.00,28.00
13.46,1.00,1.00,26.00
13.25,1.00,1.00,28.00
9.83,1.00,0.00,30.00
19.71,1.00,0.00,34.00
13.68,0.00,0.00,34.00
15.31,0.00,1.00,34.00
15.70,0.00,0.00,33.00
7.69,0.00,1.00,28.00
15.63,0.00,1.00,25.00
21.92,1.00,0.00,31.00
10.19,0.00,0.00,27.00
31.35,1.00,0.00,28.00
16.60,0.00,1.00,32.00
19.23,0.00,0.00,34.00
9.57,0.00,1.00,26.00
37.50,1.00,0.00,34.00
5.77,0.00,0.00,30.00
7.03,0.00,0.00,34.00
16.73,1.00,1.00,25.00
11.00,0.00,0.00,28.00
15.20,0.00,0.00,32.00
10.58,1.00,0.00,26.00
14.42,0.00,1.00,30.00
15.95,0.00,0.00,26.00
6.59,0.00,1.00,30.00
25.64,1.00,0.00,34.00
12.82,1.00,1.00,25.00
25.64,1.00,0.00,26.00
7.21,0.00,0.00,26.00
11.15,1.00,1.00,33.00
24.04,0.00,0.00,33.00
14.90,1.00,1.00,34.00
13.46,0.00,1.00,29.00
25.72,1.00,0.00,31.00
22.31,0.00,1.00,30.00
8.01,0.00,1.00,34.00
11.54,0.00,1.00,33.00
12.31,0.00,0.00,28.00
23.56,1.00,1.00,30.00
6.25,0.00,1.00,32.00
9.62,0.00,1.00,33.00
20.19,0.00,0.00,28.00
16.83,0.00,0.00,31.00
21.37,1.00,0.00,26.00
8.97,0.00,0.00,28.00
26.44,1.00,0.00,32.00
12.69,1.00,1.00,32.00
19.23,1.00,1.00,31.00
29.81,1.00,0.00,29.00
23.45,0.00,0.00,28.00
27.69,1.00,1.00,25.00
25.85,0.00,0.00,28.00
9.62,0.00,1.00,27.00
8.75,0.00,0.00,25.00
19.23,1.00,0.00,25.00
8.00,0.00,0.00,26.00
12.02,0.00,0.00,34.00
18.23,0.00,0.00,34.00
4.04,0.00,0.00,34.00
7.21,0.00,0.00,27.00
9.13,0.00,0.00,34.00
11.54,0.00,0.00,25.00
24.04,1.00,1.00,32.00
23.08,1.00,0.00,34.00
10.26,0.00,0.00,31.00
23.08,1.00,0.00,29.00
21.63,1.00,1.00,33.00
24.04,1.00,1.00,31.00
14.69,1.00,0.00,31.00
17.31,0.00,1.00,28.00
22.40,1.00,0.00,29.00
9.62,1.00,0.00,27.00
16.83,1.00,1.00,26.00
10.10,0.00,0.00,28.00
8.17,0.00,0.00,33.00
10.02,0.00,1.00,33.00
13.35,0.00,1.00,31.00
12.82,1.00,1.00,31.00
23.94,1.00,0.00,26.00
33.65,1.00,0.00,33.00
7.43,1.00,1.00,25.00
25.00,0.00,0.00,30.00
11.54,0.00,0.00,25.00
8.65,0.00,1.00,25.00
15.63,0.00,1.00,28.00
11.91,0.00,0.00,29.00
31.25,1.00,1.00,31.00
4.80,0.00,0.00,25.00
30.77,1.00,0.00,30.00
8.24,0.00,1.00,26.00
9.80,0.00,0.00,31.00
21.79,0.00,0.00,27.00
19.33,1.00,0.00,29.00
10.86,0.00,0.00,30.00
10.68,0.00,0.00,33.00
26.92,1.00,1.00,28.00
14.82,0.00,1.00,29.00
15.38,0.00,1.00,29.00
12.09,0.00,0.00,30.00
12.21,0.00,1.00,34.00
12.98,0.00,0.00,27.00
10.58,0.00,1.00,28.00
17.31,1.00,1.00,25.00
9.13,0.00,0.00,28.00
10.91,0.00,1.00,27.00
17.95,1.00,0.00,34.00
10.58,0.00,0.00,27.00
13.55,0.00,0.00,34.00
22.29,1.00,1.00,28.00
18.95,1.00,0.00,27.00
31.25,1.00,1.00,34.00
24.04,0.00,0.00,34.00
17.31,1.00,1.00,30.00
22.19,1.00,0.00,34.00
10.33,0.00,0.00,31.00
36.32,1.00,0.00,34.00
9.94,1.00,1.00,34.00
10.26,1.00,1.00,31.00
18.32,0.00,0.00,28.00
18.27,0.00,0.00,26.00
11.06,0.00,1.00,29.00
6.59,0.00,0.00,30.00
9.36,0.00,1.00,25.00
12.47,0.00,1.00,33.00
30.29,1.00,1.00,34.00
18.00,0.00,0.00,33.00
9.23,1.00,1.00,29.00
13.46,1.00,1.00,34.00
8.17,0.00,1.00,28.00
9.66,0.00,1.00,33.00
17.31,0.00,0.00,32.00
4.81,1.00,0.00,32.00
10.90,1.00,0.00,26.00
9.62,0.00,0.00,29.00
12.02,0.00,0.00,34.00
19.71,1.00,1.00,28.00
16.48,0.00,1.00,28.00
8.17,0.00,0.00,30.00
23.56,0.00,0.00,31.00
9.13,0.00,1.00,25.00
7.21,0.00,1.00,27.00
14.42,1.00,1.00,25.00
17.79,1.00,1.00,34.00
17.52,1.00,1.00,29.00
8.65,0.00,1.00,27.00
6.87,0.00,1.00,33.00
12.50,1.00,1.00,34.00
10.44,0.00,1.00,26.00
11.06,1.00,0.00,29.00
10.26,1.00,1.00,25.00
9.62,0.00,0.00,25.00
7.69,0.00,0.00,29.00
14.90,1.00,1.00,27.00
13.46,1.00,0.00,33.00
12.98,1.00,1.00,28.00
14.38,0.00,0.00,33.00
3.42,1.00,1.00,28.00
7.93,0.00,1.00,28.00
13.94,1.00,1.00,28.00
16.83,1.00,1.00,31.00
43.46,1.00,0.00,34.00
4.68,0.00,0.00,34.00
7.21,0.00,0.00,28.00
10.10,0.00,1.00,25.00
14.42,1.00,1.00,31.00
8.38,1.00,0.00,31.00
15.38,1.00,1.00,28.00
24.70,1.00,0.00,28.00
16.83,0.00,0.00,29.00
12.50,0.00,0.00,26.00
4.81,0.00,0.00,32.00
11.06,1.00,0.00,33.00
7.14,0.00,1.00,25.00
25.96,1.00,0.00,32.00
12.02,1.00,1.00,34.00
12.02,1.00,0.00,25.00
13.23,0.00,1.00,31.00
12.50,0.00,0.00,29.00
15.87,1.00,0.00,33.00
9.62,0.00,1.00,26.00
10.44,1.00,0.00,28.00
5.77,0.00,0.00,27.00
19.66,1.00,1.00,32.00
19.23,1.00,1.00,26.00
21.15,1.00,1.00,33.00
15.03,1.00,0.00,28.00
15.38,1.00,1.00,29.00
13.46,0.00,0.00,34.00
15.73,0.00,0.00,26.00
26.44,0.00,0.00,29.00
22.12,1.00,0.00,27.00
4.81,1.00,1.00,28.00
8.17,0.00,0.00,30.00
4.81,0.00,0.00,28.00
12.50,1.00,0.00,32.00
14.42,0.00,0.00,28.00
6.39,0.00,0.00,27.00
14.42,1.00,1.00,29.00
17.31,1.00,1.00,31.00
21.54,0.00,0.00,25.00
14.42,0.00,0.00,27.00
31.25,0.00,0.00,32.00
21.98,1.00,1.00,31.00
14.96,1.00,0.00,29.00
19.23,1.00,1.00,29.00
18.72,0.00,0.00,26.00
18.75,1.00,0.00,34.00
14.82,1.00,1.00,28.00
7.77,0.00,1.00,30.00
25.48,0.00,0.00,25.00
9.62,0.00,1.00,34.00
6.87,0.00,1.00,29.00
8.65,0.00,0.00,25.00
21.15,1.00,1.00,27.00
26.44,0.00,0.00,30.00
5.77,0.00,0.00,26.00
9.34,0.00,1.00,34.00
9.79,1.00,0.00,33.00
19.23,1.00,0.00,29.00
24.04,0.00,1.00,25.00
6.01,0.00,0.00,31.00
5.77,0.00,1.00,30.00
